filename,DISORDER,core_All_Metals,core_Open_Metal_Sites,temperature_Celsius,time_h,Yield_Percent,metal_ele1,metal_os1,counterions1,metal_ele2,metal_os2,counterions2,metal_ele3,metal_os3,counterions3,metal_ele4,metal_os4,counterions4,metal_ele5,metal_os5,counterions5,solvent1,sol_molratio1,solvent2,sol_molratio2,solvent3,sol_molratio3,solvent4,sol_molratio4,solvent5,sol_molratio5,additive1,additive2,additive3,additive4,additive5,other1,other2,other3,other4,other5,other6,other7,other8
IYEPUZ_clean,,Mn,Mn,150,72,39,Mn,2.0,Cl,,,,,,,,,,,,,31374,0.74,702.0,0.197,962.0,0.063,,,,,,,,,,,,,,,,,
JELPAS_clean,,"As,Fe",As,150,72,∼80,As,-1.0,O,Fe,3.0,C2O4,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
LIVLUZ_clean,,Cd, ,150,72,53,Cd,2.0,,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
NAFGOR_clean,DISORDER,Co, ,150,72,,Co,2.0,Ac,,,,,,,,,,,,,31374,1.0,,,,,,,,,,,,,,,,,,,,,
PELXIP_clean,,Cd,Cd,150,72,45,Cd,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
SUWQEI_clean,,Cu,Cu,150,72,32,Cu,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
TEDSIG_clean,,Zn, ,150,72,74,Zn,2.0,OAC,,,,,,,,,,,,,962,0.942,702.0,0.058,,,,,,,,,,,,,,,,,,,
TORXAB_clean,,Cu, ,150,72,30,Cu,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
VAJQOP_clean,,Co,Co,150,72,62,Co,2.0,CH3COO,,,,,,,,,,,,,702,0.237,962.0,0.763,,,,,,,,,,,,,,,,,,,
WARJAC_clean,,Ni,Ni,150,72,44,Ni,2.0,SO4,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
WISTID_clean,,Zn,Zn,150,72,65,Zn,2.0,NO3,,,,,,,,,,,,,962,0.866,702.0,0.134,,,,,,,,,,,,,,,,,,,
WOSHET_clean,,Cu,Cu,150,72,64,Cu,1.0,Br,,,,,,,,,,,,,6342,1.0,,,,,,,,,222.0,,,,,,,,,,,,
WUTCET_clean,DISORDER,Co, ,150,72,,Co,2.0,H2O|bpdc,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
XUHCAG_clean,DISORDER,Ni,Ni,150,72,51,Ni,2.0,Ac,,,,,,,,,,,,,962,1.0,,,,,,,,,8471.0,25516.0,,,,,,,,,,,
YUKVIK_clean,,Ni, ,150,72,19,Ni,2.0,HCOO,,,,,,,,,,,,,962,1.0,,,,,,,,,3939.0,,,,,,,,,,,,
BURJOO_clean,,Co, ,150,96,35,Co,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,8471.0,,,,,,,,,,,
CUFJUK_clean,,Co,Co,150,96,78.6,Co,2.0,NO3,,,,,,,,,,,,,6228,0.149,962.0,0.851,,,,,,,24247.0,,,,,,,,,,,,
IYAJID_clean,,"Cd,Na", ,150,96,32.5,Cd,2.0,OAc,Na,1.0,,,,,,,,,,,31374,0.637,887.0,0.363,,,,,,,14798.0,,,,,,,,,,,,
IYAJOJ_clean,,"Cd,Na,K",Na,150,96,35.6,Cd,2.0,OAc,Na,1.0,,K,1.0,,,,,,,,31374,0.637,887.0,0.363,,,,,,,14798.0,14797.0,,,,,,,,,,,
IYAJUP_clean,,"Cd,K",K,150,96,30.2,Cd,2.0,OAc,K,1.0,,,,,,,,,,,887,0.363,31374.0,0.637,,,,,,,14797.0,,,,,,,,,,,,
IYAKAW_clean,,"Cd,Mg", ,150,96,,Cd,2.0,OAc,Mg,2.0,OH,,,,,,,,,,887,0.363,31374.0,0.637,,,,,,,,,,,,,,,,,,,
IYAKIE_clean,,"Ca,Cd",Cd,150,96,29.4,Ca,2.0,OH,Cd,2.0,OAc,,,,,,,,,,887,0.363,31374.0,0.637,,,,,,,,,,,,,,,,,,,
LARPOL_charged,,Fe, ,150,96,91,Fe,2.0,Cl,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
LARZEL_SL_part,,Cd, ,160,96,76.3,Cd,2.0,NO3|H2O,,,,,,,,,,,,,1049,0.006,962.0,0.994,,,,,,,,,,,,,,,,,,,
ORIBAU_clean,,Zn, ,150,96,22.6,Zn,2.0,OAc,,,,,,,,,,,,,887,0.322,6228.0,0.678,,,,,,,,,,,,,,,,,,,
SOTTUR_clean,,Sr,Sr,150,96,62,Sr,2.0,NO3,,,,,,,,,,,,,702,0.058,962.0,0.942,,,,,,,14798.0,,,,,,,,,,,,
TOFLAD_clean,,Cd,Cd,150,96,,Cd,2.0,NO3,,,,,,,,,,,,,31374,0.105,962.0,0.895,,,,,,,,,,,,,,,,,,,
XACSIG_clean,,Mn, ,150,96,20,Mn,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
PABXAT_clean,,Pr, ,150,120,,Pr,3.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
QOSXOM_clean,,Zn,Zn,150,120,35.4,Zn,2.0,Ac,,,,,,,,,,,,,22129,0.512,241.0,0.488,,,,,,,,,,,,,,,,,,,
YOFGOR_clean,,Mn,Mn,150,120,,Mn,2.0,Cl,,,,,,,,,,,,,12051,1.0,,,,,,,,,,,,,,,,,,,,,
NOQKOV_clean,,Co, ,160,12,87,Co,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
REYJEM_clean,,In, ,160,24,,In,3.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,313.0,,,,,,,,,,,,
ANIDIL_clean,,Co, ,160,48,,Co,2.0,NO3,,,,,,,,,,,,,6228,0.159,702.0,0.841,,,,,,,14923.0,,,,,,,,,,,,
CUXFUX_clean,DISORDER,Co, ,180,72,65,Co,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,971.0,14798.0,,,,,,,,,,,
EXALAR_clean,,Ni,Ni,160,48,,Ni,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
HEBNOT_clean,,"Zn,U","Zn,U",160,48,,Zn,2.0,OAc|UO2,U,3.0,O,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
IPIHIA_clean,,Cd,Cd,160,48,42,Cd,2.0,NO3,,,,,,,,,,,,,962,0.818,887.0,0.182,,,,,,,14798.0,,,,,,,,,,,,
WUDJAI_clean,,Co,Co,160,48,31,Co,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
IZEBEV_clean,,Cd,Cd,160,60,,Cd,2.0,OAC,,,,,,,,,,,,,962,1.0,,,,,,,,,516892.0,,,,,,,,,,,,
WUPNIF_clean,,"Cu,Na,Zn","Cu,Na,Zn",160,60,,Cu,2.0,NO3,Na,1.0,CO3,Zn,2.0,Cl,,,,,,,962,1.0,,,,,,,,,10340.0,,,,,,,,,,,,
IWOSAP_clean,,Ho,Ho,160,65,,Ho,3.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
ACUJOZ_manual,,"Cu,Cr","Cu,Cr",160,72,38,Cu,2.0,NO3,Cr,2.0,Cl,,,,,,,,,,962,0.681,6228.0,0.319,,,,,,,14798.0,,,,,,,,,,,,
AQEFUY_clean,,Ag,Ag,160,72,,Ag,1.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,944.0,,,,,,,,,,,,
AVESAW_clean,,Cd,Cd,160,72,42,Cd,2.0,Cl,,,,,,,,,,,,,962,0.742,6342.0,0.258,,,,,,,,,,,,,,,,,,,
DUFXOT_clean,,Sr,Sr,160,72,72,Sr,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
ELOGUJ_clean,,"W,V,Co","W,Co",160,72,42,W,6.0,O,V,4.0,NH4|O,Co,2.0,Cl,,,,,,,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
EXALIZ_clean,,"Mo,Ni","Mo,Ni",160,72,,Mo,6.0,unknown,Ni,2.0,Cl,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
FAHQIQ_clean,,In, ,160,72,,In,3.0,NO3,,,,,,,,,,,,,962,0.81,6228.0,0.19,,,,,,,,,,,,,,,,,,,
FASHAK_clean,,Pr,Pr,160,72,65,Pr,3.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,10340.0,,,,,,,,,,,,
FIBFUS_clean,,Ni, ,160,72,≈47,Ni,2.0,ClO4,,,,,,,,,,,,,962,0.951,702.0,0.049,,,,,,,,,,,,,,,,,,,
HABZEQ_clean,,Co,Co,160,72,46,Co,2.0,CH3COO,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
HUWLUI_clean,,Th, ,160,72,,Th,4.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,944.0,,,,,,,,,,,,
JUNBOL_clean,,Cd, ,160,72,42,Cd,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
KAVNIH_clean,,Co, ,160,72,62,Co,2.0,NO3,,,,,,,,,,,,,1049,0.028,6228.0,0.972,,,,,,,,,,,,,,,,,,,
KUJNEJ_clean,,Ni, ,160,72,65,Ni,2.0,NO3,,,,,,,,,,,,,887,0.363,31374.0,0.637,,,,,,,14798.0,,,,,,,,,,,,
LIJXEI_clean,,Cd, ,160,72,40,Cd,2.0,OAc,,,,,,,,,,,,,702,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
MUVROM_clean,,Co,Co,160,72,,Co,2.0,Ac,,,,,,,,,,,,,962,0.812,6342.0,0.188,,,,,,,,,,,,,,,,,,,
NANMEW_clean,,"Mg,La",Mg,160,72,63,Mg,2.0,O,La,3.0,O,,,,,,,,,,962,0.866,702.0,0.134,,,,,,,8471.0,,,,,,,,,,,,
NOMKUX_clean,,Ag,Ag,160,72,47,Ag,1.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
NUNZUT_clean,DISORDER,Cu, ,160,72,,Cu,1.0,NO3,,,,,,,,,,,,,887,0.082,962.0,0.918,,,,,,,,,,,,,,,,,,,
ONEJUN_clean,,"W,Cu","W,Cu",160,72,,W,6.0,unknown,Cu,1.0,Cl,,,,,,,,,,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
ORUHAM_clean,,Cd,Cd,160,72,63,Cd,2.0,NO3,,,,,,,,,,,,,962,0.692,887.0,0.308,,,,,,,,,,,,,,,,,,,
PEWKOT_clean,,Cd, ,160,72,77,Cd,2.0,NO3,,,,,,,,,,,,,6342,0.207,962.0,0.793,,,,,,,8471.0,,,,,,,,,,,,
PUPXII01_clean,,Mn,Mn,160,72,64.0,Mn,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
PURNEX_clean,,"W,Cu,Si",W,160,72,65,W,6.0,,Cu,2.0,Cl,Si,-1.0,,,,,,,,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
PURNIB_clean,,"W,Co,Si,K,Cu","W,Cu,Co",160,72,57,W,2.0,unknown,Co,2.0,unknown,Si,-1.0,,K,1.0,unknown,Cu,2.0,Cl,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
REKZIR_clean,DISORDER,Cd, ,160,72,,Cd,2.0,MeCO2,,,,,,,,,,,,,962,0.446,702.0,0.554,,,,,,,14798.0,,,,,,,,,,,,
SIVWUR_clean,,Cd, ,160,72,70,Cd,2.0,I,,,,,,,,,,,,,962,0.896,6342.0,0.104,,,,,,,,,,,,,,,,,,,
TIKMEH_clean,,Cd,Cd,160,72,44,Cd,2.0,NO3,,,,,,,,,,,,,962,0.755,174.0,0.245,,,,,,,168937.0,,,,,,,,,,,,
TIXCIO_clean,,Cd, ,160,72,42,Cd,2.0,ClO4,,,,,,,,,,,,,887,0.082,962.0,0.918,,,,,,,,,,,,,,,,,,,
VAKREG_charged,,Co, ,160,72,75,Co,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
VIZQEC_clean,,Co,Co,160,72,63,Co,2.0,Cl,,,,,,,,,,,,,887,0.655,6228.0,0.345,,,,,,,,,,,,,,,,,,,
VOCCOH_clean,,Ni,Ni,160,72,49,Ni,2.0,OAc,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
VUHGAH_clean,,Co,Co,160,72,70,Co,2.0,ClO4,,,,,,,,,,,,,962,0.446,702.0,0.554,,,,,,,14798.0,,,,,,,,,,,,
WODQUD_clean,,Sm,Sm,160,72,,Sm,3.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
XADDOX_clean,,Co,Co,160,72,,Co,2.0,OAc,,,,,,,,,,,,,887,1.0,,,,,,,,,,,,,,,,,,,,,
XAXQEU_SL,,In, ,160,72,60,In,3.0,Cl,,,,,,,,,,,,,962,0.852,6342.0,0.148,,,,,,,,,,,,,,,,,,,
XOVVEK_clean,,Zn,Zn,160,72,81,Zn,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
XULDOZ_clean,,Co,Co,160,72,65,Co,2.0,NO3,,,,,,,,,,,,,6342,0.019,887.0,0.048,962.0,0.43,31275.0,0.503,,,14798.0,,,,,,,,,,,,
YOQYOT_clean,,Cd, ,160,72,,Cd,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
FEYDET_clean,,In, ,160,85,,In,3.0,Cl,,,,,,,,,,,,,962,0.947,1049.0,0.053,,,,,,,,,,,,,,,,,,,
AGUWUV_clean,,Ni,Ni,160,96,56,Ni,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
COVYIX_clean,,Cu,Cu,160,96,60.0,Cu,2.0,OAc,,,,,,,,,,,,,962,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
GIKMOD_clean,,Cu,Cu,160,96,39,Cu,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
ITIPAE_clean,,Zn, ,160,96,63,Zn,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,,,,,,,,,,,,,
KAVGAQ_clean,,Co, ,160,96,66,Co,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
KUQWIE_clean,,Cd,Cd,160,96,35.9,Cd,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,3301.0,,,,,,,,,,,,
NEYJIM_clean,,"Mo,Cu","Mo,Cu",160,96,58,Mo,2.0,unknown,Cu,1.0,Cl,,,,,,,,,,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
NIHVUX_clean,,"W,Mn,Ce","W,Mn,Ce",160,96,40,W,6.0,unknown,Mn,2.0,unknown,Ce,3.0,NO3,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
OWETIU_clean,,"W,Ag","W,Ag",160,96,50,W,6.0,O,Ag,1.0,NO3,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
QATXIU_clean,,Cd, ,160,96,25,Cd,2.0,Br,,,,,,,,,,,,,6228,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
TAHYUZ_clean,,Co,Co,160,96,20,Co,2.0,AC,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
WUJPIC_clean,DISORDER,"Na,Co", ,160,96,17,Na,1.0,OH,Co,2.0,NO3,,,,,,,,,,31374,0.637,887.0,0.363,,,,,,,14798.0,,,,,,,,,,,,
HAVZIP_clean,,Co,Co,160,120,64,Co,2.0,NO3,,,,,,,,,,,,,962,0.928,702.0,0.072,,,,,,,,,,,,,,,,,,,
MIZKAI_clean,DISORDER,Cd, ,160,120,,Cd,2.0,NO3,,,,,,,,,,,,,6228,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
TOJVIZ_clean,,Co, ,160,120,72,Co,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
TUGFAE_clean,,Ni, ,160,120,69,Ni,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
XUHVON_clean,,Zn, ,160,120,45,Zn,2.0,NO3,,,,,,,,,,,,,6228,0.751,702.0,0.249,,,,,,,,,,,,,,,,,,,
QOKCID_clean,,Zn,Zn,160,144,80,Zn,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14797.0,,,,,,,,,,,,
TANLAX_charged,,Tb,Tb,160,144,,Tb,3.0,O,,,,,,,,,,,,,6228,1.0,,,,,,,,,1118.0,,,,,,,,,,,,
JUKPEM_clean,DISORDER,"Ni,Na,W","Ni,Na,W",160,50,45,Ni,2.0,Cl,Na,1.0,unknown,W,6.0,unknown,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
VUQKAU01_clean,,Mn,Mn,161,480,,Mn,2.0,NO3,,,,,,,,,,,,,31374,1.0,,,,,,,,,,,,,,,,,,,,,
NETYIV_clean,,Cu,Cu,165,96,37.5,Cu,1.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
SOGWIV_charged,,Cd, ,165,168,16,Cd,2.0,NO3,,,,,,,,,,,,,702,1.0,,,,,,,,,,,,,,,,,,,,,
GISZUF_clean,,Cd,Cd,170,24,80,Cd,2.0,SO4,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
MITGIF_clean,,Yb,Yb,170,36,63,Yb,3.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
XOJWID_charged,,Zn,Zn,170,48,,Zn,2.0,Ac,,,,,,,,,,,,,6228,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
XOJWOJ_clean,,Zn,Zn,170,48,,Zn,2.0,pbc,,,,,,,,,,,,,962,0.712,7896.0,0.288,,,,,,,,,,,,,,,,,,,
DACXOV_clean,,Tb, ,170,72,,Tb,3.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
FOXNIQ_clean,,"Gd,Co",Gd,170,72,∼60,Gd,3.0,NO3,Co,2.0,Cl,,,,,,,,,,962,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
GURTIX_charged,,In, ,170,72,78,In,3.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
GUSCIH_clean,,"Gd,Ni",Ni,170,72,∼45,Gd,3.0,NO3,Ni,2.0,NO3,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
MAQJEW_clean,,Ni, ,170,72,15,Ni,2.0,CH3COO,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
QOZWAF_clean,,"W,Ni",W,170,72,,W,6.0,P|O,Ni,2.0,CH3COO,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
UZAFAD_clean,,Ni,Ni,170,72,81,Ni,2.0,CO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
UZAFIL_clean,,Ni,Ni,170,72,65,Ni,2.0,CO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
WIVFIS_clean,DISORDER,Ag,Ag,170,72,54,Ag,1.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
KOQLUZ_clean,,"W,Cu,Si","W,Cu",170,96,28,W,6.0,unknown,Cu,2.0,NO3,Si,-1.0,,,,,,,,962,1.0,,,,,,,,,313.0,60966.0,,,,,,,,,,,
QAWPIO_clean,,"Ni,V",V,170,96,76,Ni,2.0,CH3COO,V,4.0,O,,,,,,,,,,962,1.0,,,,,,,,,176.0,313.0,,,,,,,,,,,
TAYNEN_clean,,Cd, ,170,96,45,Cd,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
DUXKEN_clean,,"Ni,V","Ni,V",170,120,,Ni,2.0,NO3,V,5.0,O,,,,,,,,,,962,1.0,,,,,,,,,114931.0,,,,,,,,,,,,
INIRII_clean,,"Tb,Ge","Tb,Ge",170,168,41,Tb,3.0,NO3,Ge,-1.0,unknown,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
INIROO_clean,DISORDER,"Dy,Ge","Dy,Ge",170,168,43,Dy,3.0,O,Ge,-1.0,unknown,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
MUZGAQ_clean,,"Dy,Zn","Dy,Zn",170,168,30,Dy,3.0,O,Zn,2.0,OAC,,,,,,,,,,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
PIGXAF_clean,,Cd, ,170,168,42,Cd,2.0,CO3,,,,,,,,,,,,,6228,0.412,887.0,0.588,,,,,,,,,,,,,,,,,,,
UFASAW_charged,,Cd, ,170,168,63,Cd,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14797.0,,,,,,,,,,,,
UFASEA_ion_b,,Cd,Cd,170,168,21,Cd,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14797.0,,,,,,,,,,,,
VAHQAY_clean,,"Cu,Er",Cu,170,168,43,Cu,1.0,Cl,Er,3.0,O,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
QIYBUX_clean,,"Ag,Si",Ag,25,96,59,Ag,1.0,PF6,Si,-1.0,,,,,,,,,,,887,0.308,962.0,0.692,,,,,,,,,,,,,,,,,,,
QIYCOS_clean,,"Ag,Si",Ag,25,72,53,Ag,1.0,PF6,Si,-1.0,,,,,,,,,,,887,0.308,962.0,0.692,,,,,,,,,,,,,,,,,,,
QIYCEI_clean,,"Ag,Si",Ag,25,72,54,Ag,1.0,PF6,Si,-1.0,,,,,,,,,,,887,0.308,962.0,0.692,,,,,,,,,,,,,,,,,,,
QIYCIM_clean,,"Ag,Si",Ag,25,72,54,Ag,1.0,PF6,Si,-1.0,,,,,,,,,,,887,0.308,962.0,0.692,,,,,,,,,,,,,,,,,,,
QIYCAE_clean,,"Ag,Si",Ag,25,48,62,Ag,1.0,PF6,Si,-1.0,,,,,,,,,,,887,0.308,962.0,0.692,,,,,,,,,,,,,,,,,,,
DOKHIV_clean,,Cu,Cu,180,12,30,Cu,2.0,SO4,,,,,,,,,,,,,702,0.237,962.0,0.763,,,,,,,,,,,,,,,,,,,
DOKHOB_clean,,Cu,Cu,180,12,35,Cu,2.0,SO4,,,,,,,,,,,,,702,0.237,962.0,0.763,,,,,,,,,,,,,,,,,,,
AZAVOO_clean,,Mg,Mg,120,24,,Mg,2.0,NO3,,,,,,,,,,,,,962,0.404,12051.0,0.073,702.0,0.523,,,,,,,,,,,,,,,,,
AZAVUU_clean,,Cu,Cu,100,18,,Cu,2.0,NO3,,,,,,,,,,,,,6228,0.028,962.0,0.972,,,,,,,,,,,,,,,,,,,
AZAWAB_clean,,Cu,Cu,85,16,,Cu,2.0,NO3,,,,,,,,,,,,,12051,0.026,962.0,0.974,,,,,,,,,,,,,,,,,,,
GOXMEN_clean,,Co, ,180,24,∼40,Co,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
REYMOZ_clean,,Cu,Cu,180,24,87.6,Cu,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
RIFGAQ_clean,,Cu,Cu,180,24,,Cu,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
PUWCOZ_clean,,Ni,Ni,180,40,27,Ni,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
HEBNIN_clean,,"Zn,U","Zn,U",180,48,,Zn,2.0,OAc|UO2,U,3.0,O,,,,,,,,,,962,1.0,,,,,,,,,944.0,,,,,,,,,,,,
WUCRUH_clean,,Fe,Fe,180,48,,Fe,2.0,,,,,,,,,,,,,,962,1.0,,,,,,,,,14797.0,,,,,,,,,,,,
PUWCEP_charged,DISORDER,Cd, ,180,60,91,Cd,2.0,NO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
ASUKEE01_clean,,Cu,Cu,180,72,,Cu,1.0,ClO4,,,,,,,,,,,,,962,1.0,,,,,,,,,4875.0,,,,,,,,,,,,
DOKHUH_clean,,Cd,Cd,180,72,45,Cd,2.0,NO3,,,,,,,,,,,,,962,0.763,702.0,0.237,,,,,,,,,,,,,,,,,,,
KEBDIG_charged,,Co, ,180,72,50,Co,2.0,NO3,,,,,,,,,,,,,702,0.383,962.0,0.617,,,,,,,313.0,,,,,,,,,,,,
LEDCAA_clean,,Cd,Cd,180,72,79,Cd,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
LISZOE_clean,,"Li,Y",Li,180,72,12,Li,1.0,OH,Y,3.0,Cl,,,,,,,,,,702,0.237,962.0,0.763,,,,,,,,,,,,,,,,,,,
NAGBUU_clean,,Co,Co,180,72,53,Co,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,8471.0,,,,,,,,,,,,
NEKMUN_clean,,Co, ,180,72,∼60,Co,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
POKGEC_clean,,Ni,Ni,180,72,,Ni,2.0,SO4,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
REYPIW_clean,,Zn, ,180,72,45,Zn,2.0,OAc,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
UJEFOE01_clean,,Yb, ,180,72,29.3,Yb,3.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,313.0,,,,,,,,,,,,
VOVKUO_clean,,U,U,180,72,,U,4.0,NO3|O,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
VOVLAV_clean,,U,U,180,72,,U,4.0,NO3|O,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
WEGKIE_clean,,Cu,Cu,180,72,,Cu,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,60966.0,,,,,,,,,,,,
YOJMAN_clean,,"W,Na,K,Co","W,Na,K,Co",180,72,35,W,6.0,unknown,Na,1.0,,K,1.0,unknown,Co,2.0,Cl,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
AQIQAU_clean,,Cd,Cd,180,96,,Cd,2.0,CO3,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
HAZGOF_clean,,Sc, ,180,96,,Sc,3.0,CH3CO2,,,,,,,,,,,,,962,1.0,,,,,,,,,1318.0,,,,,,,,,,,,
DEGPEL_charged,,Cu,Cu,180,120,25,Cu,2.0,Cl,,,,,,,,,,,,,962,1.0,,,,,,,,,,,,,,,,,,,,,
GAWKAS_clean,,"Cu,Sm","Cu,Sm",180,120,26,Cu,1.0,Br,Sm,3.0,O,,,,,,,,,,962,1.0,,,,,,,,,24247.0,,,,,,,,,,,,
OXAMIK_clean,,Co,Co,180,120,75.6,Co,2.0,SO4,,,,,,,,,,,,,962,1.0,,,,,,,,,14798.0,,,,,,,,,,,,
